sanskrit_root,pie_root,iecor_pie_root,set,pie_ends_with_laryngeal,gemini_pie_root,gemini_best_guess,wiktionary_pie_roots,wiktionary_pii_roots,wiktionary_status
रघ्,,,Y,N,*h₁r̥ǵʰ-,N,,,missingtitle
रग्,,,Y,N,*reǵ-,N,,,no_sanskrit_section
अञ्च्,,,Y,N,*h₂enk'-,,*h₂enk-,*Hanč-,ok
लिङ्ग्,,,Y,N,*leyǵʰ-,Y,,,no_pie_found
मुद्,,,Y,N,*mud-,Y,*mewd-,,ok
त्रस्,,,Y,N,*tres-,,*tres-,,ok
ध्रस्,,,Y,N,*dʰres-,N,,,missingtitle
उध्रस्,,,Y,N,*h₁ódr̥,N,,,missingtitle
मुच्,,,Y,N,*mewk'-,,*(s)mewk-,*mawk-; *(s)mawk-,ok
वस्,,,Y,N,*wes-,,*wos; *wes-; *h₂ews-; *h₂wes-,*was,ok
चर्,,,Y,N,*kʷer-,,,,no_pie_found
च्यु,,,Y,N,*kʷey-,N,*kyew-,*čyaw-,ok
च्युस्,,,Y,N,*kʷʰeus-,Y,,,missingtitle
भू,,,Y,Y,*bʰuH-,,,*bʰuH-,ok
कृप्,,,Y,N,*kʷrep-,,*krep-; *kʷrep-,*kŕ̥ps,ok
ग्रस्,gras- : grō̆s-,,Y,N,*gʷorh-,,*gʷerh₃-,,ok
पुष्,,,Y,N,*pus-,,*(h₃)pews-,,ok
दल्,,,Y,Y,*dalh₂-,Y,*delh₁-,,ok
पट्,,,Y,N,*pet-,N,*(s)pelH-,,ok
पुट्,,,Y,N,*bʰewdʰ-,Y,,,no_sanskrit_section
लुट्,,,Y,Y,*lewH-,Y,,,no_pie_found
तुञ्ज्,,,Y,N,*tewk-,Y,,,no_pie_found
मिञ्ज्,,,Y,N,*meyǵ-,Y,,,missingtitle
पिञ्ज्,,,Y,N,*peyǵ-,Y,,,missingtitle
लक्,,,Y,N,*leg-,Y,,,missingtitle
लुञ्ज्,,,Y,N,*lūg-,Y,,,missingtitle
भञ्ज्,,,Y,N,*bʰreǵ-,,*bʰeg-,,ok
लङ्घ्,,,Y,N,*sleh₂gʷ-,N,*h₁lengʷʰ-,,ok
त्रंस्,,,Y,N,*ters-,,,,missingtitle
पिंस्,,,Y,N,*peḱ-,,,,missingtitle
कुंस्,,,Y,N,*kʷems-,Y,,,missingtitle
दंश्,,*denk̑-,Y,N,*dḱm̥t-,,*denḱ-,*danś-; *danć-,ok
कुंश्,,,Y,N,*kʷens-,Y,,,missingtitle
घट्,,,Y,N,*gʷʰedʰ-,N,,,no_pie_found
घण्ट्,,,Y,N,*gʷʰen-,Y,,,missingtitle
बृंह्,,,Y,N,*bʰerǵʰ-,,,,missingtitle
बर्ह्,,,Y,N,*bʰerǵʰ-,,,,missingtitle
बल्ह्,,,Y,N,*bʰel-,Y,,,missingtitle
गुप्,,,Y,N,*gʷʰobʰ-,,,,no_pie_found
धूप्,,,Y,Y,*dʰuh₂-,,,,no_pie_found
विच्छ्,,,Y,N,*weik-,,,,missingtitle
चीव्,,,Y,N,*ǵʷih₃w-,,,,missingtitle
पुथ्,,,Y,N,*bʰewdʰ-,Y,,,missingtitle
लोक्,,,Y,N,*lewk-,,*lewk-,,ok
लोच्,,,Y,N,*lewk-,,,,no_pie_found
नद्,,,Y,Y,*(s)neh₁-,Y,*ned-,*nad-; *nádati; -,ok
कुप्,k̑up-,,Y,N,*kʷep-,N,*kwep-,*kawp-,ok
तर्क्,,,Y,N,*terkʷ-,Y,*terkʷ-,,ok
वृत्,,*u̯ert-,Y,N,*wert-,,*wert-,,ok
वृध्,,,Y,N,*wreǵ- (grow),,*Hwerdʰ-; *h₁lewdʰ-; *h₂welh₁-,*Hwardʰ-; -,ok
रुट्,,,Y,N,*reud-,Y,,,missingtitle
लञ्ज्,,,Y,N,*lenk-,Y,,,missingtitle
अञ्ज्,,,Y,N,*h₂negʷ- (to anoint),,*h₃engʷ-,,ok
दंस्,,,Y,N,*dent-,Y,,,missingtitle
भृंश्,,,Y,N,*bhreg-,,,,missingtitle
रुंश्,,,Y,N,*lewk-,Y,,,missingtitle
शीक्,,,Y,N,*sekʷ-,,,,missingtitle
रुंस्,,,Y,N,*reudh-,Y,,,missingtitle
नण्ट्,,,Y,N,*ned-,Y,,,missingtitle
पुण्ट्,,,Y,N,*peuk-,Y,,,missingtitle
जि,,,Y,Y,*ǵʰiH-,,,,no_pie_found
चि,,,Y,N,*kʷei-,,*kʷey-,,ok
रन्ध्,,,Y,N,*wrendh-,N,,,no_pie_found
लङ्घ्,,,Y,N,*sleh₂gʷ-,N,*h₁lengʷʰ-,,ok
अंह्,,,Y,N,*h₂eŋʰ-,,,,missingtitle
रंह्,,,Y,N,*renǵʰ-,Y,*h₁lengʷʰ-,*Hranźʰ-; *Hranǰʰ-,ok
मंह्,,,Y,N,*men-,,,*manȷ́ʰ-,ok
लण्ड्,,,Y,N,*lendʰ-,Y,,,no_pie_found
तड्,tād-,,Y,N,*stey-,,,,missingtitle
नल्,,,Y,Y,*nelH-,Y,,,no_pie_found
पूर्,,,Y,Y,*pleh₁-,,,,no_pie_found
रुज्,,,Y,N,*wreǵ-,,*lewǵ-; *lewg-,,ok
स्वद्,,,Y,N,*sweh₂d-,,*sweh₂d-,,ok
स्वाद्,,,Y,N,*sweh₂d-,,*sweh₂d-,*swaHdás,ok
युज्,,,Y,N,*yewg-,,*yewg-,,ok
पृच्,,,Y,N,*perḱ-,,,,no_pie_found
अर्च्,,,Y,N,*h₂elḱ-,,*h₁erkʷ-,*Hark-,ok
सह्,,,Y,N,*seǵʰ-,,*seǵʰ-,*saźʰ-; *saȷ́ʰ-,ok
ईर्,,,Y,N,*h₁er-,,,,no_sanskrit_section
ली,,,Y,N,*sleiǵʰ-,,,,no_pie_found
वृज्,,,Y,N,*wreǵ-,,*h₂werg-,,ok
वृ,,,Y,N,*wer-,,*welh₁-; *h₂wer-; *wer-; *welH-,*war-,ok
जॄ,,,Y,Y,*ǵerh₂-,,*ǵerh₂-,*ȷ́arH-,ok
ज्रि,,,Y,Y,*gʷreh₁-,Y,,,missingtitle
रिच्,,,Y,N,*h₁reiǵʰ-,,*leykʷ-,,ok
शिष्,,,Y,N,*sekʷ-,,*ḱeys-,,ok
तप्,,,Y,N,*tep-,,*tep-,*tap-,ok
तृप्,,,Y,N,*terp-,,*terp-,,ok
छृद्,,,Y,N,*skerd-,,,,no_pie_found
चृप्,,,Y,N,*kʷrep-,Y,,,missingtitle
छृप्,,,Y,N,*skrep-,Y,,,missingtitle
तृप्,,,Y,N,*terp-,,*terp-,,ok
दृप्,,,Y,N,*dʰrebʰ-,Y,,,no_pie_found
दृभ्,,,Y,N,*dʰrebʰ-,N,*derbʰ-,,ok
दृभ्,,,Y,N,*dʰrebʰ-,N,*derbʰ-,,ok
लट्,lat-,,Y,Y,*leh₁-,Y,,,no_pie_found
श्रथ्,,,Y,N,*ser- (to bind,,,,missingtitle
मी,,,Y,N,*meh₁- (to measure),,*mey-,,ok
ग्रन्थ्,,,Y,N,*gʷrendʰ-,,*gre(n)tH-; *ger-,*grantH-,ok
शीक्,,,Y,N,*sekʷ-,,,,missingtitle
चीक्,,,Y,N,*kʷei-,,,,no_sanskrit_section
अर्द्,,,Y,N,*h₂erdʰ-,,,,missingtitle
हिंस्,,,Y,N,*ǵʰens-,N,*ǵʰeys-; *ǵʰey-; *trewd-,,ok
अर्ह्,,,Y,N,*h₂leǵʰ-,,*h₂elgʷʰ-,,ok
सद्,,,Y,N,*sed-,,*sed-,,ok
शुन्ध्,,,Y,N,*swendʰ-,,*ḱew-n-dʰ-; *ḱew-,,ok
छद्,,,Y,N,*sked-,,*sḱed-; *(s)ḱeh₃-,*śćad-,ok
जुष्,,,Y,N,*ǵews-,,*ǵews-,,ok
धू,,,Y,Y,*dʰewh₂-,,,,missingtitle
प्री,,,Y,Y,*priH-,,*preyH-,,ok
श्रन्थ्,,,Y,N,*s(k)rendʰ-,,,,missingtitle
ग्रन्थ्,,,Y,N,*gʷrendʰ-,,*gre(n)tH-; *ger-,*grantH-,ok
आप्,,,Y,N,*h₂ep-,,*h₁ep-,*HaHp-,ok
तन्,,,Y,N,*ten-,,,,no_pie_found
चन्,,,Y,N,*kʷen-,Y,,,no_pie_found
वद्,,,Y,N,*wedʰ-,,*h₂wedH-,*Hwad-,ok
वच्,,,Y,N,*wekʷ-,,*wekʷ-,,ok
मान्,,,Y,N,*men-,,,*dmáHnas,ok
भू,,,Y,Y,*bʰuH-,,,*bʰuH-,ok
गर्ह्,,,Y,Y,*gʷerH-,N,*galǵʰ-,,ok
मार्ग्,,,Y,N,*merǵ-,,,,no_pie_found
कण्ठ्,,,Y,N,*kan-,Y,,,no_pie_found
मृज्,,,Y,N,*melǵ-,,*h₃merǵ-,,ok
मृष्,,,Y,N,*mer-,N,,,no_pie_found
धृष्,,,Y,N,*dʰers-,,*dʰers-; *dʰer-,*-s-,ok
कथ,,,Y,N,*kʷet-,N,,,no_sanskrit_section
वर,,,Y,Y,*welh₁-,,*welh₁-; *wer-,*warás; *wáras,ok
गण,,,Y,Y,*ǵneh₃-,N,,,no_pie_found
शठ,,,Y,N,*sket-,Y,,,no_pie_found
श्वठ,,,Y,-,,Y,,,missingtitle
पठ,,,Y,Y,*peth₂-,N,,,missingtitle
वठ,,,Y,-,,Y,,,missingtitle
रह,,,Y,N,*reǵʰ-,,,,no_sanskrit_section
रंह्,,,Y,N,*renǵʰ-,Y,*h₁lengʷʰ-,*Hranźʰ-; *Hranǰʰ-,ok
स्तन,,,Y,N,*sten-,,,*pstánas; *pstḗn,ok
गद,,,Y,N,*gʷʰedʰ-,,,,missingtitle
पत,,,Y,Y,*peth₂-,,,,missingtitle
पष,,,Y,-,,Y,,,missingtitle
स्वर,,,Y,N,*swer-,,*swer-,,ok
रच,,,Y,N,*wrek'-,Y,,,missingtitle
कल,,,Y,N,*kʷel-,Y,,,no_pie_found
चह,,,Y,Y,*ǵʰeh₂-,Y,,,missingtitle
मह,,,Y,N,*meǵʰ-,,,,no_pie_found
सार,,,Y,N,*ser-,Y,*sḗh₂l,,ok
कृप,,,Y,N,*kerp-,Y,,,missingtitle
श्रथ,,,Y,N,*ser- (to string together),,,,missingtitle
स्पृह,,,Y,N,*sper- (to strew,,,,missingtitle
भाम,,,Y,Y,*bʰeh₂-,Y,*bʰeh₂-,*bʰáHmas,ok
सूच,,,Y,N,*sekʷ-,N,,,missingtitle
खेट,,,Y,N,*ghed-,Y,,,no_pie_found
खेड्,,,Y,N,*ghed-,Y,,,missingtitle
खोट,,,Y,N,*skot-,Y,,,no_sanskrit_section
क्षोट,,,Y,Y,*kʷseh₂-,Y,,,missingtitle
गोम,,,Y,N,*gʷṓws,N,,,missingtitle
कुमार,,,Y,-,,Y,*ku-mo-,*ku-ma-; *ku,ok
शील,,,Y,N,*sē-dh-,,,,no_pie_found
साम,,,Y,Y,*seh₂-,N,,,no_pie_found
वेल,,,Y,Y,*welH-,N,,,missingtitle
काल,,,Y,N,*kel-,N,*kʷel-,,ok
पल्पूल,,,Y,Y,*pelh₂-,Y,,,missingtitle
वात,,,Y,N,*h₂wē-,,*h₂wéh₁n̥ts,*HwáHatas,ok
गवेष,,,Y,N,*gʷʰes-,Y,,,missingtitle
वास,,,Y,N,*wes-,,,,no_pie_found
निवास,,,Y,N,*sed-,,,,no_pie_found
भाज,,,Y,N,*bʰeh₂ǵ-,,,,missingtitle
सभाज,,,Y,N,*bʰaǵ-,Y,,,missingtitle
ऊन,,,Y,Y,*h₁weh₂-,N,,,no_pie_found
ध्वन,,,Y,N,*dʰwen-,Y,,,missingtitle
कूट,,,Y,N,*keut-,N,,,no_pie_found
सङ्केत,,,Y,N,*kʷei-,Y,,,missingtitle
ग्राम,,,Y,N,*ǵrem-,N,*h₂ger-,*grā́mas,ok
कुण,,,Y,N,*ken-,Y,,,no_sanskrit_section
गुण,,,Y,N,*gʷen-,N,*ger-,*gr̥nás; *gl̥ṇás,ok
केत,,,Y,N,*ḱeyd-,N,,,no_pie_found
कूण्,,,Y,N,*gʷʰen-,Y,,,missingtitle
स्तेन,,,Y,N,*steygʷʰ-,Y,,,no_pie_found
पद,,,Y,N,*ped-,,,,no_pie_found
गृह,,,Y,N,*ǵʰrebʰ-,,*gʰerdʰ-,*gʰr̥dʰás,ok
मृग,,,Y,N,*mreǵʰ-,N,,*mr̥gás,ok
कुह,,,Y,N,*kʷekʷ-,Y,*kúdʰe,*kúdʰa,ok
शूर,,,Y,N,*ḱer-,Y,*ḱewh₁-,*ćuHrás,ok
वीर,,,Y,N,*wiHrós,,,*wiHrás; *wiHrós,ok
स्थूल,,,Y,Y,*stelH-,,,,no_pie_found
अर्थ,,,Y,N,*h₂r̥tós,,,,no_pie_found
सत्र,,,Y,Y,*seh₁-,Y,,,no_sanskrit_section
गर्व,,,Y,Y,*gʷerH-,Y,,,no_pie_found
सूत्र,,,Y,Y,*syuh₁-,Y,*syúHtrom; *syewH-,*s(y)úHtram,ok
मूत्र,,,Y,Y,*h₂meyH-,Y,*múHtrom,*múHtram,ok
रूक्ष,,,Y,N,*lewk-,Y,*HruHḱsós,,ok
पार,,,Y,N,*per-,,*per-,,ok
तीर,,,Y,N,*ster-,,,,no_pie_found
पुट,,,Y,N,*bʰewdʰ-,Y,,,no_sanskrit_section
कत्र,,,Y,N,*kert-,Y,,,missingtitle
कर्त्,,,Y,N,*kert-,,,,no_pie_found
वल्क,,,Y,N,*welk-,Y,,*walkás,ok
चित्र,,,Y,N,*kʷey-,,,*čitrás,ok
अंस,,,Y,N,*h₂éms-,,*h₂ṓms,,ok
वट,,,Y,N,*wet-,Y,,,no_pie_found
छुट्,,,Y,N,*skut-,Y,,,no_sanskrit_section
लज,,,Y,N,*sleg-,Y,,,no_sanskrit_section
वण्ट्,,,Y,N,*wend-,Y,,,no_pie_found
लञ्ज्,,,Y,N,*lenk-,Y,,,missingtitle
मिश्र,,,Y,N,*meyǵ-,,*meyḱ-,*miśrás; *mićrás,ok
सङ्ग्राम,,,Y,N,*grem-,Y,,,missingtitle
स्तोम,,,Y,N,*stóh₂-mn̥,,,,no_pie_found
छिद्र,,,Y,N,*skʰeyd-,,*skeyd-,*sčidrás,ok
कर्ण,,,Y,N,*ḱer-,,,,no_pie_found
अन्ध,,,Y,N,*h₁n̥dʰ-,,,*andʰás,ok
दण्ड,,,Y,N,*dandʰ-,,,,no_pie_found
अङ्क,,,Y,N,*h₂negʷ-,Y,*h₂ónkos; *h₂enk-,*Hankás; *Hánkas,ok
अङ्ग,,,Y,N,*h₁negʷʰ-,Y,*h₂eng-,*Hángas,ok
सुख,,,Y,N,*h₁su-gʷʰ-,,,,no_pie_found
दुःख,,,Y,N,*dus-,Y,,,no_pie_found
रस,,,Y,N,*wreH₁d-,Y,*h₁rṓs,*Hrásas,ok
व्यय,,,Y,Y,*h₁weyh₁-,,,,no_pie_found
रूप,,,Y,N,*wrép-,,,,no_pie_found
छेद,,,Y,N,*skheid-,,,,no_sanskrit_section
छद,,,Y,N,*sked-,,,,missingtitle
लाभ,,,Y,N,*h₂leh₂bʰ-,Y,,,no_pie_found
व्रण,,,Y,Y,*werh₁-,N,*wer-,,ok
वर्ण,,,Y,N,*wer-,,*wer-,*wárnas,ok
पर्ण,,,Y,N,*peln-,N,,,no_pie_found
विष्क,,,Y,N,*weysḱ-,Y,,,missingtitle
क्षिप,,,Y,N,kʷsep-,N,,,missingtitle
वस,,,Y,N,*wes-,,,,no_sanskrit_section
तुत्थ,,,Y,Y,*teuH-,Y,,,missingtitle
पल्यूल,,,Y,Y,*pelh₂-,Y,,,missingtitle
रुठ्,,,Y,N,*h₁rewdʰ-,Y,,,missingtitle
धेक,,,Y,Y,*dʰeh₁-,Y,,,missingtitle
